x,y
0.0,0.24835707650561634
0.10101010101010101,0.03170626967251228
0.20202020202020202,0.5244931255730316
0.30303030303030304,1.0599287326516538
0.40404040404040403,0.2760599247866618
0.5050505050505051,0.3667831619633444
0.6060606060606061,1.3592405146626614
0.7070707070707071,1.033326878082161
0.8080808080808081,0.4882253685119844
0.9090909090909091,1.0602254846372396
1.0101010101010102,0.6151767171967523
1.1111111111111112,0.6633273242448279
1.2121212121212122,1.0573438608873018
1.3131313131313131,0.010347500380400665
1.4141414141414141,0.12529577610356746
1.5151515151515151,0.7173084622799031
1.6161616161616161,0.4925556115561449
1.7171717171717171,1.146429902811977
1.8181818181818181,0.5155439114217182
1.9191919191919191,0.23376980076248532
2.0202020202020203,1.6335298306637325
2.121212121212121,0.7394189676964074
2.2222222222222223,0.828984159367011
2.323232323232323,0.017652136869718005
2.4242424242424243,0.38519888442018413
2.525252525252525,0.6335138799615062
2.6262626262626263,-0.08267474612222792
2.727272727272727,0.5904164998423325
2.8282828282828283,0.007889672530674352
2.929292929292929,0.0648616731805545
3.0303030303030303,-0.18979326799056873
3.131313131313131,0.9364184334950035
3.2323232323232323,-0.09735475940237469
3.3333333333333335,-0.7194234273534353
3.4343434343434343,0.12268539733116207
3.5353535353535355,-0.9940860167916235
3.6363636363636362,-0.3703983133198618
3.7373737373737375,-1.5409904987550895
3.8383838383838382,-1.305853162068603
3.9393939393939394,-0.6173918812946284
4.040404040404041,-0.41335421265649697
4.141414141414141,-0.7556903802658848
4.242424242424242,-0.9494083985292605
4.343434343434343,-1.083256703326478
4.444444444444445,-1.703578112112492
4.545454545454545,-1.346020878688284
4.646464646464646,-1.2281471634591064
4.747474747474747,-0.47082344450297786
4.848484848484849,-0.8189440982214464
4.94949494949495,-1.8535419026402002
5.05050505050505,-0.7813392737486021
5.151515151515151,-1.097664656158295
5.252525252525253,-1.1960996111410311
5.353535353535354,-0.4955724777485357
5.454545454545454,-0.22151299707093786
5.555555555555555,-0.19946145542072313
5.656565656565657,-1.0060187434585544
5.757575757575758,-0.6563465573195186
5.858585858585858,-0.2463241151290808
5.959595959595959,0.16980090075056092
6.0606060606060606,-0.46033309347770834
6.161616161616162,-0.21409940886907533
6.262626262626262,-0.5737250832902742
6.363636363636363,-0.5177390123700537
6.4646464646464645,0.58672984355701
6.565656565656566,0.9568498329629687
6.666666666666667,0.33814616978105305
6.767676767676767,0.9675248559716638
6.8686868686868685,0.733435483270223
6.96969696969697,0.3112830711463436
7.070707070707071,0.8893046004534252
7.171717171717171,1.545165131516565
7.2727272727272725,0.8178615524972831
7.373737373737374,1.669203929936082
7.474747474747475,-0.38092412281362087
7.575757575757575,1.3724959662144354
7.6767676767676765,1.0278621920029092
7.777777777777778,0.8475942157109408
7.878787878787879,1.0455727291538628
7.979797979797979,-0.0016888983681235814
8.080808080808081,0.8645490455567798
8.181818181818182,1.1252974663392274
8.282828282828282,1.6483929657952205
8.383838383838384,0.6037443702449597
8.484848484848484,0.40326970269296875
8.585858585858587,0.4930428864645761
8.686868686868687,1.1304435624133018
8.787878787878787,0.7590809688543397
8.88888888888889,0.24572557659076355
8.98989898989899,0.6779343571452849
9.09090909090909,0.37623948348752
9.191919191919192,0.7150825705914964
9.292929292929292,-0.21955955829571777
9.393939393939394,-0.13299739423774312
9.494949494949495,-0.2661680369667256
9.595959595959595,-0.9021043063941558
9.696969696969697,-0.12078298737809604
9.797979797979798,-0.23407109756594402
9.8989898989899,-0.4540807593125433
10.0,-0.6613146775769435
